STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2060-2079,63.66,49.95,67.97,80.62,56.06,54.12,73.25,50.87,53.95,61.86,62.37,79.68,84.63,82.81,74.42,64.12,53.83,50.25,45.19
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2060-2079,62.73,60.40,64.98,72.06,53.34,59.25,66.21,61.99,63.73,60.99,61.80,72.15,75.86,73.36,66.95,56.79,52.17,51.08,55.88
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,74.16,64.22,76.99,85.44,70.04,67.67,80.70,62.18,66.20,72.82,73.21,84.93,88.32,86.29,81.72,74.83,68.11,67.19,64.06
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2060-2079,42.18,50.69,45.95,42.15,29.73,45.35,38.88,50.90,57.31,45.22,43.30,49.32,48.06,42.92,35.48,27.60,29.91,31.68,44.41
NOWRA-RAN-AIR-STATION-AWS,068072,-34.95,150.54,r1i1p1,rcp26,CESM1-CAM5,2060-2079,71.30,74.39,75.52,71.01,64.02,73.75,68.87,73.63,79.98,77.08,73.13,76.34,73.77,73.50,65.76,62.31,60.93,68.66,69.76
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2060-2079,61.63,46.72,62.03,78.07,59.85,50.94,72.46,44.30,49.24,51.92,62.26,71.90,78.42,78.97,76.84,69.20,59.41,50.93,46.15
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2060-2079,40.48,53.64,39.87,35.31,33.25,46.19,34.90,55.91,57.86,45.05,35.93,38.63,37.50,34.92,33.50,31.80,33.05,34.90,46.72
RICHMOND-RAAF,067105,-33.6,150.78,r1i1p1,rcp26,CESM1-CAM5,2060-2079,75.41,75.71,81.91,78.98,65.04,76.10,74.83,75.11,81.14,80.87,79.84,85.03,83.59,81.42,71.94,65.73,61.27,68.13,70.83
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.53,70.52,71.73,69.60,62.43,69.27,67.92,70.91,72.93,70.73,72.13,72.34,71.39,68.37,69.03,63.71,62.69,60.88,67.21
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.85,71.96,73.74,67.79,61.85,71.43,66.30,71.54,75.92,74.40,72.41,74.41,71.15,69.50,62.70,60.79,59.26,65.51,68.55
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2060-2079,37.66,48.53,38.17,35.35,28.60,41.60,33.71,48.12,52.83,38.39,34.41,41.72,40.78,36.00,29.28,24.48,30.02,31.30,44.56
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2060-2079,65.71,70.80,67.75,63.28,60.94,68.63,62.75,69.90,73.81,68.24,67.25,67.76,65.33,62.44,62.06,57.69,61.26,63.87,68.88
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2060-2079,68.98,54.00,70.66,84.53,66.61,58.54,79.34,53.09,58.06,62.33,68.28,81.38,86.55,86.69,80.35,74.88,66.20,58.76,51.25
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp26,CESM1-CAM5,2060-2079,74.22,74.79,80.48,76.00,65.61,75.24,73.27,74.23,79.29,80.12,78.47,82.85,79.53,77.56,70.92,66.55,62.23,68.05,70.86
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2060-2079,51.45,41.55,54.26,67.95,42.01,43.74,59.23,41.99,43.18,47.81,50.67,64.30,71.63,69.60,62.61,46.06,41.17,38.81,39.61
ADELAIDE-KENT-TOWN,023090,-34.92,138.62,r1i1p1,rcp26,CESM1-CAM5,2080-2099,62.63,53.00,64.25,75.39,58.01,55.58,69.78,51.72,54.83,59.98,60.70,72.06,78.54,77.89,69.74,63.65,56.80,53.58,52.10
ALBANY-AIRPORT-COMPARISON,009741,-34.94,117.8,r1i1p1,rcp26,CESM1-CAM5,2080-2099,73.15,63.35,75.76,82.07,71.37,67.22,79.10,62.90,65.02,69.86,77.00,80.43,83.80,82.24,80.16,76.83,71.11,66.15,62.32
ALICE-SPRINGS-AIRPORT,015590,-23.8,133.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,41.55,34.71,45.34,56.67,29.18,34.95,48.03,30.30,36.95,33.23,44.65,58.13,63.33,60.85,45.83,30.97,29.08,27.49,37.76
AMBERLEY-AMO,040004,-27.63,152.71,r1i1p1,rcp26,CESM1-CAM5,2080-2099,67.43,65.69,72.62,73.69,57.86,65.91,69.04,65.09,69.08,68.44,72.34,77.08,79.23,73.89,67.95,59.16,56.94,57.50,62.46
BRISBANE-AERO,040842,-27.39,153.13,r1i1p1,rcp26,CESM1-CAM5,2080-2099,65.98,66.05,70.97,67.62,59.24,66.51,65.41,65.44,68.87,68.67,72.12,72.13,71.67,67.75,63.44,58.35,59.11,60.28,63.92
BROOME-AIRPORT,003003,-17.95,122.23,r1i1p1,rcp26,CESM1-CAM5,2080-2099,55.01,69.91,55.52,42.00,52.60,64.71,45.36,69.97,73.26,67.67,53.94,44.95,41.81,41.47,42.71,47.91,53.34,56.54,66.58
CAIRNS-AERO,031011,-16.87,145.75,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.92,75.20,77.11,72.91,66.56,74.88,71.06,74.54,79.33,75.79,78.72,76.82,75.36,72.44,70.93,65.78,65.03,68.88,71.38
CANBERRA-AIRPORT-COMPARISON,070014,-35.3,149.2,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.31,65.58,76.22,81.49,66.17,68.20,76.57,63.94,70.92,73.12,74.26,81.28,84.71,83.82,75.95,70.28,63.36,64.87,61.23
CARNARVON-AIRPORT,006011,-24.89,113.67,r1i1p1,rcp26,CESM1-CAM5,2080-2099,56.93,56.54,56.71,62.43,52.08,55.61,58.30,57.04,57.12,55.72,55.91,58.49,63.19,65.77,58.33,53.34,50.65,52.25,55.36
CEDUNA-AMO,018012,-32.13,133.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,63.00,58.13,64.96,73.86,55.23,58.47,67.65,55.63,63.49,63.44,61.28,70.15,75.43,75.07,71.08,62.31,51.86,51.53,54.72
CHARLEVILLE-AERO,044021,-26.42,146.25,r1i1p1,rcp26,CESM1-CAM5,2080-2099,50.25,46.30,54.70,61.78,38.41,45.86,54.85,45.01,52.46,45.23,54.59,64.29,67.91,63.69,53.73,41.58,37.92,35.75,40.81
COBAR-MO,048027,-31.49,145.83,r1i1p1,rcp26,CESM1-CAM5,2080-2099,56.46,45.04,62.54,72.04,46.63,48.67,64.61,42.47,51.28,54.87,59.41,73.33,77.24,73.79,65.09,53.82,44.38,41.71,40.13
COFFS-HARBOUR-MO,059040,-30.31,153.12,r1i1p1,rcp26,CESM1-CAM5,2080-2099,66.99,71.03,72.25,65.60,59.12,70.67,63.33,71.25,74.55,74.47,71.48,70.78,70.81,66.32,59.67,55.03,57.35,64.98,67.13
DARWIN-AIRPORT,014015,-12.42,130.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,71.17,80.22,73.44,60.95,69.92,77.55,64.72,81.13,83.23,79.96,73.70,66.67,58.40,60.49,63.98,69.50,69.27,71.00,76.70
DUBBO-AIRPORT-AWS,065070,-32.22,148.58,r1i1p1,rcp26,CESM1-CAM5,2080-2099,69.97,59.52,72.73,84.75,63.20,61.97,78.32,58.11,65.38,65.33,70.74,82.11,86.56,87.19,80.16,72.33,60.21,56.58,54.23
EAST-SALE-AIRPORT,085072,-38.12,147.13,r1i1p1,rcp26,CESM1-CAM5,2080-2099,76.85,70.79,82.71,82.80,71.37,74.38,79.53,69.20,76.87,82.61,80.51,85.01,84.89,84.01,79.49,75.19,68.61,70.31,65.51
ESPERANCE,009789,-33.83,121.89,r1i1p1,rcp26,CESM1-CAM5,2080-2099,64.35,56.70,66.74,73.03,61.00,58.98,69.76,55.57,58.55,61.48,66.18,72.55,74.61,73.70,70.78,67.25,59.69,56.07,55.75
GERALDTON-AIRPORT-COMPARISON,008051,-28.8,114.7,r1i1p1,rcp26,CESM1-CAM5,2080-2099,58.61,47.41,58.00,73.42,55.56,49.60,67.64,47.94,46.80,52.09,56.86,65.03,71.37,74.52,74.37,67.67,52.89,46.13,47.71
HOBART-ELLERSLIE-ROAD,094029,-42.89,147.33,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.12,62.11,71.43,75.74,63.43,64.60,71.80,61.98,64.56,69.33,70.20,74.75,78.35,76.78,72.08,65.12,63.71,61.45,59.12
KALGOORLIE-BOULDER-AIRPORT,012038,-30.78,121.45,r1i1p1,rcp26,CESM1-CAM5,2080-2099,51.12,41.19,55.87,62.97,44.50,44.46,57.71,38.36,44.25,47.68,54.80,64.04,66.67,63.64,58.61,52.30,41.03,40.18,40.32
LAUNCESTON-AIRPORT-COMPARISON,091104,-41.54,147.2,r1i1p1,rcp26,CESM1-CAM5,2080-2099,77.69,67.60,80.54,88.21,74.51,71.26,84.15,67.62,71.28,75.75,79.03,86.83,89.41,89.41,85.81,77.74,75.69,70.08,63.67
LAVERTON-RAAF,087031,-37.86,144.76,r1i1p1,rcp26,CESM1-CAM5,2080-2099,72.13,64.62,76.11,80.74,67.41,67.72,76.84,62.60,68.99,73.61,73.45,81.27,82.26,82.21,77.76,72.67,64.86,64.72,61.15
MACKAY-M.O,033119,-21.12,149.22,r1i1p1,rcp26,CESM1-CAM5,2080-2099,75.39,75.69,80.49,78.40,67.20,75.70,75.30,74.05,82.54,76.21,82.86,82.41,80.46,77.51,77.23,66.51,67.68,67.41,69.82
MEEKATHARRA-AIRPORT,007045,-26.61,118.54,r1i1p1,rcp26,CESM1-CAM5,2080-2099,39.34,29.79,43.15,52.29,31.77,33.19,45.40,27.28,33.31,36.32,44.52,48.62,56.32,53.75,46.79,36.44,30.49,28.37,29.24
MELBOURNE-AIRPORT,086282,-37.68,144.84,r1i1p1,rcp26,CESM1-CAM5,2080-2099,70.33,63.15,74.00,78.28,66.26,66.24,74.71,61.17,67.82,72.39,70.86,78.75,80.28,79.57,75.00,70.99,63.69,64.10,59.32
MILDURA-AIRPORT,076031,-34.23,142.08,r1i1p1,rcp26,CESM1-CAM5,2080-2099,63.39,49.41,68.43,79.88,56.06,54.08,72.91,48.38,55.61,63.07,63.03,79.17,83.74,81.87,74.04,65.71,52.90,49.57,43.61
MOREE-AERO,053115,-29.49,149.85,r1i1p1,rcp26,CESM1-CAM5,2080-2099,62.25,59.74,63.99,72.61,52.92,58.47,66.16,59.20,63.53,60.00,61.79,70.17,75.99,74.39,67.45,58.33,50.61,49.81,55.78
MOUNT-GAMBIER-AERO,026021,-37.75,140.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,74.89,64.76,78.14,86.03,70.89,68.35,81.62,62.58,67.95,73.75,74.85,85.82,88.06,87.84,82.20,76.00,69.79,66.87,63.03
MOUNT-ISA-AERO,029127,-20.68,139.49,r1i1p1,rcp26,CESM1-CAM5,2080-2099,43.07,51.39,46.45,44.21,30.15,45.99,40.16,51.34,57.60,44.08,44.90,50.37,51.46,44.37,36.81,29.05,28.91,32.49,45.46
NOWRA-RAN-AIR-STATION-AWS,068072,-34.95,150.54,r1i1p1,rcp26,CESM1-CAM5,2080-2099,70.34,73.63,74.30,70.51,62.88,72.94,67.84,72.79,79.11,76.26,72.06,74.58,73.48,72.60,65.44,61.04,59.25,68.12,68.51
PERTH-AIRPORT,009021,-31.93,115.98,r1i1p1,rcp26,CESM1-CAM5,2080-2099,61.94,46.27,63.30,78.08,60.09,51.11,72.79,44.64,46.43,55.64,61.82,72.45,78.26,79.12,76.87,69.52,60.52,50.23,47.77
PORT-HEDLAND-AIRPORT,004032,-20.37,118.63,r1i1p1,rcp26,CESM1-CAM5,2080-2099,40.88,53.15,40.45,35.77,33.93,46.27,35.43,55.73,57.27,46.32,36.32,38.70,38.74,35.43,33.15,33.17,33.38,35.24,47.13
RICHMOND-RAAF,067105,-33.6,150.78,r1i1p1,rcp26,CESM1-CAM5,2080-2099,74.29,74.53,80.73,78.34,63.74,75.08,73.63,73.91,79.95,79.74,79.51,82.94,82.72,80.77,71.54,64.59,59.23,67.40,69.13
ROCKHAMPTON-AERO,039083,-23.38,150.48,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.02,69.80,71.15,70.34,60.98,68.55,67.71,68.26,74.48,68.55,72.98,71.91,72.67,69.32,69.04,61.27,62.04,59.64,66.03
SYDNEY-AIRPORT-AMO,066037,-33.94,151.17,r1i1p1,rcp26,CESM1-CAM5,2080-2099,67.92,71.05,72.63,67.24,60.87,70.59,65.33,70.57,74.90,73.49,71.80,72.61,70.40,68.67,62.65,59.58,58.06,64.99,67.31
TENNANT-CREEK-AIRPORT,015135,-19.64,134.18,r1i1p1,rcp26,CESM1-CAM5,2080-2099,37.64,47.61,37.84,36.12,28.90,41.08,34.17,47.55,50.94,37.60,35.10,40.82,41.00,36.98,30.38,26.44,29.41,30.85,44.63
TOWNSVILLE-AERO,032040,-19.25,146.77,r1i1p1,rcp26,CESM1-CAM5,2080-2099,66.02,70.82,67.60,64.97,60.83,68.54,63.65,69.15,75.05,67.72,67.25,67.84,67.00,64.22,63.70,58.44,60.67,63.39,67.81
WAGGA-WAGGA-AMO,072150,-35.16,147.46,r1i1p1,rcp26,CESM1-CAM5,2080-2099,68.11,52.41,70.09,84.04,66.20,57.66,78.78,49.35,57.96,62.50,67.57,80.21,85.56,85.94,80.61,75.64,64.75,58.20,48.98
WILLIAMTOWN-RAAF,061078,-32.79,151.84,r1i1p1,rcp26,CESM1-CAM5,2080-2099,73.50,73.99,79.52,75.88,64.77,74.60,72.50,73.60,78.67,79.43,78.41,80.72,79.06,77.50,71.08,65.47,61.18,67.67,69.18
WOOMERA-AERODROME,016001,-31.16,136.81,r1i1p1,rcp26,CESM1-CAM5,2080-2099,51.13,41.80,53.31,67.18,42.36,43.69,58.68,40.03,43.96,47.21,48.95,63.78,70.65,68.95,61.94,48.15,38.62,40.31,41.09
